date,A0110402001,A104507035,E0104705010,T100503002,T102007001,T103204001,T104209001,T106605002,T109203001,T109205004,T109902001,T109902002,T110505001,T200103002,T203901002,T203908001,T205105003,T210101002,T210408001,T210701004,T210708002,T210709001,T210709003,T210904001,T300307001,T300406089,T300508099,T300608006,T300608033,T300901091,T300901113,T301911010,T302602009,T302603034,T302806050,T303007001,T304802030,T304802122,T305001120,T305519001,T305602003,T305607002,T305607004,T305607005,T306004001,T306102001,T306102002,T308703001,T308705001,T308707002,T309306012,T309708020,T3HH
16/11/2018,B,NA,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA
17/11/2018,B,A,NA,NA,A,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA
18/11/2018,B,A,NA,NA,A,A,A,A,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA
19/11/2018,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA
20/11/2018,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,A,A,A,NA,NA
21/11/2018,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,A,A,NA,NA
22/11/2018,B,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,A,A,NA,NA,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,A,NA,NA,NA,A,NA,NA,A,A,A,NA,NA
23/11/2018,B,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,A,NA,NA,NA,A,NA,NA,A,A,A,NA,NA
24/11/2018,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,A,NA,NA,A,NA,A,A,A,NA,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,A,NA,NA,A,A,A,NA,NA
25/11/2018,A,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,A,A,A,NA,NA,A,A,A,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,A,A,NA,NA
26/11/2018,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,A,A,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,A,A,A,NA,NA
27/11/2018,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,A,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,A,A,A,NA,NA
28/11/2018,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA,A,A,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,A,A,A,NA,NA
29/11/2018,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,A,A,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,A,A,NA,NA
30/11/2018,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,A,A,NA,NA
01/12/2018,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,A,NA,NA
02/12/2018,B,NA,NA,NA,NA,A,A,A,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,A,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,A,A,NA,NA
03/12/2018,B,NA,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA,A,A,A,NA,NA
04/12/2018,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,NA,NA
05/12/2018,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,A,NA,A,NA,NA,NA,A,A,NA,NA
06/12/2018,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,NA,A,A,NA,NA
07/12/2018,B,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,A,NA,NA
08/12/2018,B,NA,NA,NA,NA,A,A,A,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,A,NA,NA
09/12/2018,A,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,A,NA,NA
10/12/2018,A,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,A,NA,NA,A,NA,A,A,A,NA,NA,NA,A,NA,NA,A,A,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,A,A,A,NA,NA
11/12/2018,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,A,A,NA,NA,A,NA,NA,NA,A,A,NA,NA
12/12/2018,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,A,A,A,NA,A,A,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA
13/12/2018,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,A,A,A,NA,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA
14/12/2018,B,NA,NA,NA,NA,A,A,A,NA,NA,NA,NA,A,A,NA,A,NA,NA,A,NA,A,A,A,NA,A,A,A,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA
15/12/2018,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,A,NA,NA,A,A,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA
16/12/2018,B,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,A,A,A,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA
17/12/2018,B,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,A,A,A,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA
18/12/2018,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,A,A,A,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/12/2018,B,A,NA,NA,NA,A,A,A,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA,A,A,A,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA
20/12/2018,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,A,A,NA,NA,A,NA,A,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA
21/12/2018,B,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,A
22/12/2018,B,NA,NA,NA,NA,A,A,A,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A
23/12/2018,B,A,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,A,NA,NA,A,A,NA,A,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,A,NA,A
24/12/2018,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A
25/12/2018,B,A,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,A,A,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,A,A,NA,NA,NA,NA,NA,NA,A,NA,A
26/12/2018,B,A,NA,NA,NA,A,A,A,NA,A,NA,NA,NA,A,NA,A,A,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,NA,A,A,NA,NA,NA,NA,A,NA,A
27/12/2018,B,A,NA,NA,NA,A,A,A,NA,NA,A,NA,NA,A,NA,A,A,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,A,A,A,NA,A,NA,A,NA,NA,A,NA,A
28/12/2018,B,A,NA,NA,NA,A,A,A,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,NA,NA,A,A,NA,NA,NA,A,NA,A
29/12/2018,B,A,NA,NA,NA,A,A,A,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A
30/12/2018,B,A,NA,NA,NA,A,A,A,NA,A,A,NA,NA,A,NA,A,NA,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,A,NA,NA,NA,NA,A,NA,A,NA,A
31/12/2018,B,A,NA,NA,NA,A,A,A,NA,NA,A,NA,NA,A,NA,A,NA,NA,A,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,A,NA,NA,NA,NA,A,NA,A,NA,A
01/01/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,A,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,A,A,NA,A,NA,NA,A,NA,A,NA,A
02/01/2019,B,A,NA,NA,A,A,A,A,NA,A,A,NA,NA,A,NA,A,A,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,A
03/01/2019,B,A,NA,NA,A,A,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,A
04/01/2019,B,A,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,A,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,A
05/01/2019,B,A,NA,NA,A,A,A,A,NA,A,A,NA,A,A,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,A,A,NA,NA,NA,A,A,A,NA,A,NA,NA,A,NA,A,NA,A
06/01/2019,A,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,A,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,A,A,NA,A,NA,NA,A,NA,A,NA,A
07/01/2019,B,A,NA,A,NA,A,A,A,A,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,A,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,A,A,NA,NA,A,NA,NA,NA,NA,A,NA,A
08/01/2019,B,A,NA,A,A,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,NA,A,NA,A,A,NA,A,A,A,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,A,NA,NA,A,A,NA,NA,NA,NA,A,NA,A
09/01/2019,B,A,NA,A,A,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,A,NA,A
10/01/2019,B,A,NA,A,A,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,A,NA,A
11/01/2019,B,A,NA,A,A,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
12/01/2019,B,A,NA,A,A,A,A,NA,NA,A,NA,NA,A,A,NA,NA,A,NA,A,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,A,A,NA,A
13/01/2019,B,A,NA,A,A,A,A,A,NA,A,NA,NA,A,A,NA,NA,A,NA,A,NA,NA,A,A,A,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
14/01/2019,B,A,NA,A,A,A,A,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,A,A,A,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
15/01/2019,B,A,NA,A,A,A,A,NA,NA,NA,A,NA,A,A,NA,A,NA,NA,A,NA,A,A,A,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
16/01/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,A,A,NA,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,A,NA,A
17/01/2019,B,NA,NA,NA,NA,A,A,A,NA,A,A,NA,NA,A,NA,A,A,NA,A,NA,NA,A,A,A,A,NA,A,NA,A,A,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,A,A,A,NA,A
18/01/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,A,A,NA,NA,A,A,A,NA,A,A,NA,A,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,A,A,A,NA,A
19/01/2019,B,A,NA,NA,NA,A,A,A,NA,A,NA,NA,A,A,NA,A,NA,A,A,NA,A,A,NA,A,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,A,A,A,NA,A
20/01/2019,B,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,NA,A,A,A,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
21/01/2019,B,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,A,NA,A,A,A,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
22/01/2019,B,A,NA,A,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,A,NA,A,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,NA,A,A,NA,NA,NA,A,A,NA,A
23/01/2019,A,A,NA,A,NA,A,A,NA,NA,A,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
24/01/2019,B,A,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,A,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,A,A,NA,NA,A,A,NA,A
25/01/2019,A,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
26/01/2019,B,A,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,NA,A,A,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
27/01/2019,B,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
28/01/2019,B,A,NA,NA,NA,A,A,NA,A,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,NA,A,NA,NA,A,NA,A,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
29/01/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,A,A,NA,NA,A,NA,A,NA,NA,A,NA,A,A,NA,NA,NA,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,A,A,NA,A
30/01/2019,B,A,NA,NA,NA,A,A,NA,NA,A,A,NA,A,A,NA,NA,A,NA,A,NA,A,A,NA,A,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
31/01/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,A,NA,A,A,NA,NA,A,NA,A,NA,A,A,A,A,NA,NA,NA,NA,A,NA,NA,A,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,A,A,A,NA,A
01/02/2019,B,NA,NA,NA,NA,A,A,NA,NA,A,NA,NA,A,A,NA,A,A,NA,A,NA,A,A,A,A,NA,NA,NA,NA,A,NA,NA,A,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,A,A,A,NA,A
02/02/2019,B,NA,NA,NA,NA,A,A,A,NA,A,NA,NA,A,A,NA,A,A,NA,A,NA,A,A,A,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A,A,A,A,NA,A,NA,NA,A,A,A,NA,A
03/02/2019,B,NA,NA,NA,NA,A,A,A,A,A,NA,NA,A,A,NA,A,A,NA,A,NA,A,A,A,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
04/02/2019,B,NA,NA,NA,NA,A,A,A,NA,A,NA,NA,A,A,NA,A,A,NA,A,NA,A,A,A,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
05/02/2019,B,A,NA,NA,NA,A,A,NA,NA,A,NA,NA,A,A,NA,A,A,NA,A,NA,A,A,A,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
06/02/2019,B,NA,NA,NA,NA,A,A,NA,NA,NA,A,NA,A,A,NA,A,NA,NA,NA,NA,A,A,A,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,NA,NA,A,A,NA,A
07/02/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,A,NA,A,A,NA,A,NA,NA,NA,NA,A,A,A,NA,NA,NA,A,NA,NA,A,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,A,A,NA,A,NA,A,NA,A,A,NA,A
08/02/2019,B,A,NA,NA,A,A,A,NA,NA,NA,A,NA,A,A,NA,NA,NA,NA,NA,NA,A,A,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,A,NA,A,NA,NA,NA,A,NA,NA,A
09/02/2019,B,A,NA,NA,A,A,A,A,NA,NA,A,NA,A,A,NA,NA,NA,NA,A,NA,A,A,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,NA,NA
10/02/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA
11/02/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,A,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA
12/02/2019,B,A,NA,NA,NA,A,A,A,NA,NA,NA,NA,NA,A,NA,NA,A,A,A,NA,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/02/2019,B,A,NA,NA,NA,A,A,A,NA,A,NA,NA,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/02/2019,B,A,NA,NA,NA,A,A,NA,NA,A,NA,NA,NA,A,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/02/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,A,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16/02/2019,B,A,NA,NA,NA,A,A,NA,NA,NA,NA,NA,NA,A,NA,NA,A,NA,NA,NA,A,A,A,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
